Description,Z Coordinate,Name,latitude,longitude
http://www.bfro.net/GDB/show_report.asp?id=11966,0.0,2003-07-?? ~4mi,38.021021,-82.864892
http://www.bfro.net/GDB/show_report.asp?id=1197,0.0,1978-11-?? ~2mi,41.595912,-93.805735
http://www.bfro.net/GDB/show_report.asp?id=1197,0.0,1978-11-?? ~4mi,41.588058,-94.001579
http://www.bfro.net/GDB/show_report.asp?id=11976,0.0,2005-06-21,36.961527,-106.990979
http://www.bfro.net/GDB/show_report.asp?id=1198,0.0,1981-10-??,41.617584,-70.509667
http://www.bfro.net/GDB/show_report.asp?id=11986,0.0,2001-07Sum,40.79847,-122.277443
http://www.bfro.net/GDB/show_report.asp?id=11987,0.0,2005-04-?? ~10mi,30.494227,-95.078274
http://www.bfro.net/GDB/show_report.asp?id=11987,0.0,2005-05-3? ~12mi,30.473671,-95.157616
http://www.bfro.net/GDB/show_report.asp?id=1199,0.0,1989-07-2?,42.335472,-73.222985
http://www.bfro.net/GDB/show_report.asp?id=11992,0.0,2005-06-26 ~10mi,36.949768,-107.054762
http://www.bfro.net/GDB/show_report.asp?id=11998,0.0,1996-11-??,37.775803,-88.009369
http://www.bfro.net/GDB/show_report.asp?id=1200,0.0,1980-07Sum ~5mi,38.386745,-82.46395
http://www.bfro.net/GDB/show_report.asp?id=12001,0.0,2005-04-?? ~3mi,53.571396,-114.005045
http://www.bfro.net/GDB/show_report.asp?id=1201,0.0,1979-01Win,39.557991,-80.353202
http://www.bfro.net/GDB/show_report.asp?id=12019,0.0,2005-06-??,42.357552,-123.415883
http://www.bfro.net/GDB/show_report.asp?id=1202,0.0,1999-04-23  Multiple,39.53825,-80.10177
http://www.bfro.net/GDB/show_report.asp?id=12021,0.0,1956-07-??,43.298621,-122.181495
http://www.bfro.net/GDB/show_report.asp?id=1203,0.0,1998-??-??,37.439003,-81.597895
http://www.bfro.net/GDB/show_report.asp?id=1203,0.0,1998-08-??,37.455869,-81.600798
http://www.bfro.net/GDB/show_report.asp?id=12034,0.0,2005-07-01,41.327906,-76.910755
http://www.bfro.net/GDB/show_report.asp?id=12034,0.0,2005-07-01,41.325932,-76.910341
http://www.bfro.net/GDB/show_report.asp?id=1204,0.0,1997-12-01 ~3mi,38.298297,-80.2925
http://www.bfro.net/GDB/show_report.asp?id=12054,0.0,1983-10-??,38.587074,-94.285797
http://www.bfro.net/GDB/show_report.asp?id=1206,0.0,1997-09-23,38.987045,-79.287478
http://www.bfro.net/GDB/show_report.asp?id=12065,0.0,2005-04-0?,40.992522,-74.326402
http://www.bfro.net/GDB/show_report.asp?id=12067,0.0,1978-07-??,39.071395,-95.732556
http://www.bfro.net/GDB/show_report.asp?id=1207,0.0,1982-09-??,38.148286,-82.62544
http://www.bfro.net/GDB/show_report.asp?id=1207,0.0,1984-10Aut ~5mi,38.137214,-82.606944
http://www.bfro.net/GDB/show_report.asp?id=1208,0.0,1980-04-?? ~10mi,47.035217,-111.084532
http://www.bfro.net/GDB/show_report.asp?id=12087,0.0,1998-01-04,30.524654,-90.690763
http://www.bfro.net/GDB/show_report.asp?id=12088,0.0,1995-07Sum ~2mi,62.096786,-136.273533
http://www.bfro.net/GDB/show_report.asp?id=12098,0.0,2005-06-21 ~2mi,47.859793,-123.931664
http://www.bfro.net/GDB/show_report.asp?id=12100,0.0,2001-09-18 ~3mi,49.606361,-122.463333
http://www.bfro.net/GDB/show_report.asp?id=1211,0.0,1999-07Sum-00?,44.664574,-84.103413
http://www.bfro.net/GDB/show_report.asp?id=12122,0.0,1978-11-28,31.398067,-91.066598
http://www.bfro.net/GDB/show_report.asp?id=12129,0.0,1980-12-18 ~2mi,34.013672,-96.420137
http://www.bfro.net/GDB/show_report.asp?id=1213,0.0,197?-06-?? ~10mi,31.408024,-93.737512
http://www.bfro.net/GDB/show_report.asp?id=12138,0.0,2002-05-?? ~3mi,47.274095,-122.161281
http://www.bfro.net/GDB/show_report.asp?id=1214,0.0,1998-02-25,40.341604,-78.782762
http://www.bfro.net/GDB/show_report.asp?id=12140,0.0,1979-06-??,41.327991,-88.596539
http://www.bfro.net/GDB/show_report.asp?id=12156,0.0,2005-06-24,44.72164,-122.144461
http://www.bfro.net/GDB/show_report.asp?id=12156,0.0,2005-07-03,44.309578,-121.698226
http://www.bfro.net/GDB/show_report.asp?id=12157,0.0,2005-07-12,41.350651,-81.570009
http://www.bfro.net/GDB/show_report.asp?id=12158,0.0,1979-02-17,44.590158,-116.008454
http://www.bfro.net/GDB/show_report.asp?id=12165,0.0,2005-07-24,37.280817,-118.955826
http://www.bfro.net/GDB/show_report.asp?id=12175,0.0,2002-05-18,38.969021,-92.531498
http://www.bfro.net/GDB/show_report.asp?id=1219,0.0,1973-08-??,46.974881,-91.93169
http://www.bfro.net/GDB/show_report.asp?id=12204,0.0,2005-07-07,35.648317,-96.88883
http://www.bfro.net/GDB/show_report.asp?id=12205,0.0,2005-07-09,32.395935,-81.100106
http://www.bfro.net/GDB/show_report.asp?id=12214,0.0,2003-09-28,35.965633,-109.157548
http://www.bfro.net/GDB/show_report.asp?id=12216,0.0,1993-06-??,45.324697,-121.91509
http://www.bfro.net/GDB/show_report.asp?id=12220,0.0,1987-06-15,40.658416,-80.560281
http://www.bfro.net/GDB/show_report.asp?id=12247,0.0,1974-04-15,35.934563,-121.462032
http://www.bfro.net/GDB/show_report.asp?id=1225,0.0,1997-07-03,47.392874,-123.891827
http://www.bfro.net/GDB/show_report.asp?id=1226,0.0,1972-08-??,47.016174,-123.500904
http://www.bfro.net/GDB/show_report.asp?id=12266,0.0,2005-07-08,34.773531,-111.899244
http://www.bfro.net/GDB/show_report.asp?id=1227,0.0,1996-04-?? ~2mi,46.992431,-123.634927
http://www.bfro.net/GDB/show_report.asp?id=12271,0.0,2005-08-06 ~5mi,36.091461,-108.859384
http://www.bfro.net/GDB/show_report.asp?id=1228,0.0,1971-10-01 ~2mi,40.020865,-105.410927
http://www.bfro.net/GDB/show_report.asp?id=12289,0.0,2005-08-02,40.711588,-109.890976
http://www.bfro.net/GDB/show_report.asp?id=1229,0.0,2006-08-??~3mi,36.087341,-118.916401
http://www.bfro.net/GDB/show_report.asp?id=12290,0.0,2004-06-15 ~5mi,32.211828,-88.838848
http://www.bfro.net/GDB/show_report.asp?id=12292,0.0,1986-06-15 ~3mi,36.359167,-121.710537
http://www.bfro.net/GDB/show_report.asp?id=12294,0.0,1967-03-??,41.794138,-123.372594
http://www.bfro.net/GDB/show_report.asp?id=12302,0.0,197?-??-??,45.00103,-110.961325
http://www.bfro.net/GDB/show_report.asp?id=12302,0.0,197?-??-?? ~2mi,44.965357,-110.927958
http://www.bfro.net/GDB/show_report.asp?id=12314,0.0,2005-08-04 ~20mi,30.691338,-93.997307
http://www.bfro.net/GDB/show_report.asp?id=1232,0.0,2000-12-20?,37.237988,-107.030162
http://www.bfro.net/GDB/show_report.asp?id=12328,0.0,1979-10-??,36.208105,-118.165224
http://www.bfro.net/GDB/show_report.asp?id=12335,0.0,1990-09-0?,52.892303,-99.130419
http://www.bfro.net/GDB/show_report.asp?id=1234,0.0,1970-07Sum,43.078101,-91.387489
http://www.bfro.net/GDB/show_report.asp?id=12351,0.0,2005-08-19,29.782219,-81.43522
http://www.bfro.net/GDB/show_report.asp?id=12362,0.0,2005-06-08 ~5mi,35.530472,-82.818383
http://www.bfro.net/GDB/show_report.asp?id=1237,0.0,2000-09-??,38.979921,-105.571099
http://www.bfro.net/GDB/show_report.asp?id=12383,0.0,2005-08-21,38.312502,-119.548057
http://www.bfro.net/GDB/show_report.asp?id=12388,0.0,2004-05-31 ~2mi,42.324486,-75.375554
http://www.bfro.net/GDB/show_report.asp?id=12396,0.0,2004-08-??,40.921454,-110.156851
http://www.bfro.net/GDB/show_report.asp?id=1240,0.0,1997-11-02,44.477119,-109.325927
http://www.bfro.net/GDB/show_report.asp?id=1241,0.0,1978-05-??,44.460833,-109.601659
http://www.bfro.net/GDB/show_report.asp?id=12418,0.0,2005-08-14 ~20mi,36.467743,-106.704967
http://www.bfro.net/GDB/show_report.asp?id=1242,0.0,2000-07-14~5mi,44.480338,-110.140283
http://www.bfro.net/GDB/show_report.asp?id=12439,0.0,2005-06-10,41.334858,-88.585341
http://www.bfro.net/GDB/show_report.asp?id=1244,0.0,1985-09-??,44.750919,-107.524304
http://www.bfro.net/GDB/show_report.asp?id=12451,0.0,2005-08-14 ~10mi,52.855225,-118.633889
http://www.bfro.net/GDB/show_report.asp?id=12470,0.0,1997-07-19,37.115529,-93.894657
http://www.bfro.net/GDB/show_report.asp?id=12482,0.0,2005-08-?? ~6mi,41.227591,-96.031326
http://www.bfro.net/GDB/show_report.asp?id=1251,0.0,2000-08-19,39.46523,-106.646104
http://www.bfro.net/GDB/show_report.asp?id=12510,0.0,2005-08-24,47.707186,-121.148375
http://www.bfro.net/GDB/show_report.asp?id=12518,0.0,2005-08-23,38.902805,-120.604864
http://www.bfro.net/GDB/show_report.asp?id=12523,0.0,2005-09-05 ~3mi,45.817966,-122.251213
http://www.bfro.net/GDB/show_report.asp?id=12528,0.0,1998-04-??,36.642623,-91.056184
http://www.bfro.net/GDB/show_report.asp?id=12542,0.0,2002-03-1? ~3mi,36.845055,-108.870078
http://www.bfro.net/GDB/show_report.asp?id=1255,0.0,1998-09-03 ~20mi,59.81781,-156.774486
http://www.bfro.net/GDB/show_report.asp?id=1256,0.0,1964-0?-09,64.519873,-146.904791
http://www.bfro.net/GDB/show_report.asp?id=1257,0.0,1998-05-22 ~2mi,64.844398,-147.664489
http://www.bfro.net/GDB/show_report.asp?id=1258,0.0,19??-07-?? ~5mi,63.487244,-145.987829
http://www.bfro.net/GDB/show_report.asp?id=12587,0.0,1988-07sum,27.099189,-82.413037
http://www.bfro.net/GDB/show_report.asp?id=1259,0.0,198?-11-?? ~3mi,60.504112,-150.50378
http://www.bfro.net/GDB/show_report.asp?id=12594,0.0,2005-08-21,46.93119,-124.17465
http://www.bfro.net/GDB/show_report.asp?id=12597,0.0,1982-06-?? ~3mi,39.637814,-81.499115
http://www.bfro.net/GDB/show_report.asp?id=1260,0.0,1992-10Aut ~10mi,62.552032,-150.241507
http://www.bfro.net/GDB/show_report.asp?id=12601,0.0,2005-09-17 ~2mi,38.82165,-76.525115
http://www.bfro.net/GDB/show_report.asp?id=1261,0.0,1990-10Aut+ ~20mi,60.794907,-146.055341
http://www.bfro.net/GDB/show_report.asp?id=12628,0.0,1990-06-?? ~2mi,28.556986,-82.073103
http://www.bfro.net/GDB/show_report.asp?id=1263,0.0,2000-12-15,46.082325,-118.252017
http://www.bfro.net/GDB/show_report.asp?id=12636,0.0,2003-06-18 ~2mi,48.65819,-113.84113
http://www.bfro.net/GDB/show_report.asp?id=12640,0.0,2003-10-0?,35.759382,-83.105234
http://www.bfro.net/GDB/show_report.asp?id=12641,0.0,1996-10-??,36.989508,-88.223628
http://www.bfro.net/GDB/show_report.asp?id=12647,0.0,1998-06-?? ~3mi,52.451863,-115.740131
http://www.bfro.net/GDB/show_report.asp?id=1265,0.0,2001-01-04,38.505449,-82.772862
http://www.bfro.net/GDB/show_report.asp?id=12655,0.0,2005-04-?? ~4mi,46.67799,-121.785467
http://www.bfro.net/GDB/show_report.asp?id=1268,0.0,1978-09-11 ~2mi,42.89526,-94.379956
http://www.bfro.net/GDB/show_report.asp?id=1268,0.0,1978-09-12,42.87775,-94.346214
http://www.bfro.net/GDB/show_report.asp?id=12689,0.0,2005-09-26,47.252541,-122.909975
http://www.bfro.net/GDB/show_report.asp?id=12709,0.0,2002-09-21,43.186569,-78.538327
http://www.bfro.net/GDB/show_report.asp?id=1271,0.0,2000-02-??,41.621742,-93.63811
http://www.bfro.net/GDB/show_report.asp?id=12719,0.0,2005-03-27 ~2mi,36.57707,-93.819678
http://www.bfro.net/GDB/show_report.asp?id=12727,0.0,2004-10-?? ~5mi,36.837502,-82.525332
http://www.bfro.net/GDB/show_report.asp?id=12732,0.0,2005-10-2?,27.923126,-82.045672
http://www.bfro.net/GDB/show_report.asp?id=12732,0.0,2004-10-??,27.910595,-82.046643
http://www.bfro.net/GDB/show_report.asp?id=12733,0.0,2005-09-15 ~3mi,52.689743,-105.921955
http://www.bfro.net/GDB/show_report.asp?id=12736,0.0,1986-04-16,41.157789,-81.321237
http://www.bfro.net/GDB/show_report.asp?id=1275,0.0,1980-04Spr ~5mi,28.683972,-81.557371
http://www.bfro.net/GDB/show_report.asp?id=1277,0.0,1996-08-??,50.03088,-100.239167
http://www.bfro.net/GDB/show_report.asp?id=1278,0.0,1980-10-??,30.834761,-92.61755
http://www.bfro.net/GDB/show_report.asp?id=12789,0.0,1988-09-14,39.607558,-84.366452
http://www.bfro.net/GDB/show_report.asp?id=1279,0.0,1999-05-?? ~10mi,56.499372,-95.438828
http://www.bfro.net/GDB/show_report.asp?id=12795,0.0,2005-09-??,34.333262,-110.938079
http://www.bfro.net/GDB/show_report.asp?id=1280,0.0,1998-07-25,53.241693,-100.716604
http://www.bfro.net/GDB/show_report.asp?id=12802,0.0,2005-10-07,39.445639,-105.078623
http://www.bfro.net/GDB/show_report.asp?id=1281,0.0,1998-07-10,52.531772,-98.898263
http://www.bfro.net/GDB/show_report.asp?id=12812,0.0,2001-09-05 ~3mi,37.654867,-80.763726
http://www.bfro.net/GDB/show_report.asp?id=12815,0.0,2005-04-?? ~2mi,36.149316,-83.688509
http://www.bfro.net/GDB/show_report.asp?id=12818,0.0,2005-10-16,38.614411,-119.95108
http://www.bfro.net/GDB/show_report.asp?id=1282,0.0,1978-07Sum ~7mi,30.144081,-90.814095
http://www.bfro.net/GDB/show_report.asp?id=12824,0.0,2005-10-?? ~2mi,34.276024,-93.179699
http://www.bfro.net/GDB/show_report.asp?id=1283,0.0,1992-02-??,25.759616,-81.003515
http://www.bfro.net/GDB/show_report.asp?id=12836,0.0,2005-10-06 ~3mi,40.605297,-89.615339
http://www.bfro.net/GDB/show_report.asp?id=12838,0.0,1984-07-??,46.992838,-123.812608
http://www.bfro.net/GDB/show_report.asp?id=12844,0.0,2001-08-??,47.865973,-123.917112
http://www.bfro.net/GDB/show_report.asp?id=12855,0.0,2005-08-28 ~10mi,49.584045,-123.813376
http://www.bfro.net/GDB/show_report.asp?id=12858,0.0,2005-10-18,30.186567,-95.565447
http://www.bfro.net/GDB/show_report.asp?id=12862,0.0,2005-10-10 ~4mi,39.68399,-80.459191
http://www.bfro.net/GDB/show_report.asp?id=12876,0.0,2005-10-15 ~3mi,46.934495,-123.842737
http://www.bfro.net/GDB/show_report.asp?id=12884,0.0,1984-01-15,41.052282,-110.676027
http://www.bfro.net/GDB/show_report.asp?id=12903,0.0,2005-02-12 ~20mi,28.906403,-81.500061
http://www.bfro.net/GDB/show_report.asp?id=1291,0.0,1993-06-??,45.736084,-76.702544
http://www.bfro.net/GDB/show_report.asp?id=12913,0.0,2005-07-?? ~3mi,46.789227,-116.839344
http://www.bfro.net/GDB/show_report.asp?id=12915,0.0,2005-10-22 ~10mi,36.385517,-108.992287
http://www.bfro.net/GDB/show_report.asp?id=12916,0.0,1980-05-11 ~3mi,48.402672,-122.208278
http://www.bfro.net/GDB/show_report.asp?id=12917,0.0,1979-10-25 ~10mi,41.68539,-123.916534
http://www.bfro.net/GDB/show_report.asp?id=12919,0.0,1986-11-15,41.613808,-90.133486
http://www.bfro.net/GDB/show_report.asp?id=1292,0.0,1994-??-??,47.010498,-80.038381
http://www.bfro.net/GDB/show_report.asp?id=12921,0.0,2000-01-01,29.093599,-82.424998
http://www.bfro.net/GDB/show_report.asp?id=12929,0.0,1993-07-23 ~2mi,47.877045,-121.322949
http://www.bfro.net/GDB/show_report.asp?id=1293,0.0,1996-07-16,44.352236,-78.734833
http://www.bfro.net/GDB/show_report.asp?id=12951,0.0,1961-07-01,39.764296,-77.273668
http://www.bfro.net/GDB/show_report.asp?id=12958,0.0,2005-11-01,46.290035,-83.746958
http://www.bfro.net/GDB/show_report.asp?id=12959,0.0,1989-11-23 ~5mi,38.622265,-80.00655
http://www.bfro.net/GDB/show_report.asp?id=1296,0.0,1997-09-28,35.688272,-95.677795
http://www.bfro.net/GDB/show_report.asp?id=12984,0.0,1968-09-28 ~3mi,42.131538,-88.191882
http://www.bfro.net/GDB/show_report.asp?id=12994,0.0,2005-11-03 ~3mi,35.578279,-107.996769
http://www.bfro.net/GDB/show_report.asp?id=12997,0.0,2005-07-??,48.655668,-121.696696
http://www.bfro.net/GDB/show_report.asp?id=1300,0.0,1999-11-28 ~5mi,34.763317,-95.008536
http://www.bfro.net/GDB/show_report.asp?id=13003,0.0,1996-11-16 ~2mi,36.603355,-90.065434
http://www.bfro.net/GDB/show_report.asp?id=1301,0.0,1978-07-??,38.351705,-119.856954
http://www.bfro.net/GDB/show_report.asp?id=13018,0.0,1988-10Aut,37.36407,-87.91293
http://www.bfro.net/GDB/show_report.asp?id=1302,0.0,2000-07-01,34.519472,-94.725937
http://www.bfro.net/GDB/show_report.asp?id=1303,0.0,1942-04Spr,34.746666,-99.806716
http://www.bfro.net/GDB/show_report.asp?id=13031,0.0,1999-04-24,36.684809,-93.595195
http://www.bfro.net/GDB/show_report.asp?id=13034,0.0,1955-??-??,28.008903,-82.462739
http://www.bfro.net/GDB/show_report.asp?id=13037,0.0,1970-07-?? ~3mi,45.462799,-122.242401
http://www.bfro.net/GDB/show_report.asp?id=13038,0.0,2004-02-?? ~5mi,61.144238,-149.714421
http://www.bfro.net/GDB/show_report.asp?id=13048,0.0,1983-09-??,26.511726,-81.720547
http://www.bfro.net/GDB/show_report.asp?id=1305,0.0,1992-03-?? ~5mi,34.993848,-98.339395
http://www.bfro.net/GDB/show_report.asp?id=13070,0.0,2005-11-18,37.621865,-88.528908
http://www.bfro.net/GDB/show_report.asp?id=13083,0.0,2005-04-07 ~20mi,38.285294,-80.006496
http://www.bfro.net/GDB/show_report.asp?id=13096,0.0,1980-02-??,35.266886,-118.970497
http://www.bfro.net/GDB/show_report.asp?id=1311,0.0,1980-07-??,39.146551,-96.938294
http://www.bfro.net/GDB/show_report.asp?id=13115,0.0,2005-11-17,45.739152,-122.23555
http://www.bfro.net/GDB/show_report.asp?id=1312,0.0,1978-02-23 ~5mi,37.04916,-95.080294
http://www.bfro.net/GDB/show_report.asp?id=13122,0.0,1996-10-11 ~5mi,38.711529,-79.525902
http://www.bfro.net/GDB/show_report.asp?id=1313,0.0,1987-11-?? ~2mi,32.749386,-93.933632
http://www.bfro.net/GDB/show_report.asp?id=13141,0.0,2005-07Sum ~2mi,39.114332,-80.018699
http://www.bfro.net/GDB/show_report.asp?id=1315,0.0,1978-??-??,39.066331,-96.803481
http://www.bfro.net/GDB/show_report.asp?id=13170,0.0,1987-07-?? ~3mi,34.572558,-82.989967
http://www.bfro.net/GDB/show_report.asp?id=13178,0.0,2005-11-25,34.715885,-83.749136
http://www.bfro.net/GDB/show_report.asp?id=1318,0.0,1976-07Sum,44.39146,-118.958637
http://www.bfro.net/GDB/show_report.asp?id=13183,0.0,2005-08-19 ~5mi,46.141806,-122.285143
http://www.bfro.net/GDB/show_report.asp?id=13211,0.0,2005-12-04,34.277987,-93.152406
http://www.bfro.net/GDB/show_report.asp?id=13212,0.0,2003-11-13 ~3mi,36.937666,-80.050867
http://www.bfro.net/GDB/show_report.asp?id=13217,0.0,2005-12-04,36.556835,-93.790303
http://www.bfro.net/GDB/show_report.asp?id=13232,0.0,1977-09-2?,54.106293,-121.906023
http://www.bfro.net/GDB/show_report.asp?id=13236,0.0,1975-10Aut,34.547453,-119.98441
http://www.bfro.net/GDB/show_report.asp?id=13237,0.0,2005-12-03 ~3mi,37.621565,-81.344764
http://www.bfro.net/GDB/show_report.asp?id=1325,0.0,1978-07-??,37.515092,-97.604617
http://www.bfro.net/GDB/show_report.asp?id=1326,0.0,1975-11-15,37.641821,-97.403508
http://www.bfro.net/GDB/show_report.asp?id=13267,0.0,1990-10-27 ~10mi,50.973816,-93.792448
http://www.bfro.net/GDB/show_report.asp?id=1327,0.0,1984-??-?? ~20mi,37.693748,-97.480415
http://www.bfro.net/GDB/show_report.asp?id=13276,0.0,1987-09-??,40.743914,-75.136721
http://www.bfro.net/GDB/show_report.asp?id=1328,0.0,1974-??-?? ~5mi,38.225727,-95.776152
http://www.bfro.net/GDB/show_report.asp?id=13285,0.0,2005-10-08 ~3mi,43.480432,-72.650909
http://www.bfro.net/GDB/show_report.asp?id=13286,0.0,2005-12-?? ~2mi,35.693722,-91.591405
http://www.bfro.net/GDB/show_report.asp?id=13287,0.0,1971-04Spr,37.469816,-120.054031
http://www.bfro.net/GDB/show_report.asp?id=13288,0.0,2000-10-14 ~4mi,42.182693,-78.841983
http://www.bfro.net/GDB/show_report.asp?id=13289,0.0,2005-07-??,36.778193,-87.928692
http://www.bfro.net/GDB/show_report.asp?id=13298,0.0,2005-09-18 ~8mi,30.684299,-84.252701
http://www.bfro.net/GDB/show_report.asp?id=1330,0.0,1960-??-?? ~5mi,39.331913,-95.838497
http://www.bfro.net/GDB/show_report.asp?id=13310,0.0,1975-06-20,39.632106,-75.516179
http://www.bfro.net/GDB/show_report.asp?id=13313,0.0,2000-10-14,30.268224,-85.707711
http://www.bfro.net/GDB/show_report.asp?id=1332,0.0,1977-11-25 ~15mi,37.194085,-95.743003
http://www.bfro.net/GDB/show_report.asp?id=13345,0.0,2005-08-??,43.140907,-73.07979
http://www.bfro.net/GDB/show_report.asp?id=13347,0.0,1981-08-15 ~20mi,32.342377,-88.699576
http://www.bfro.net/GDB/show_report.asp?id=13348,0.0,2004-10-12,34.255105,-96.212804
http://www.bfro.net/GDB/show_report.asp?id=13362,0.0,2000-07-02 ~10mi,41.311684,-123.701455
http://www.bfro.net/GDB/show_report.asp?id=1337,0.0,1997-07-02,50.548096,-91.376332
http://www.bfro.net/GDB/show_report.asp?id=13371,0.0,2005-06-10,49.382,-121.393333
http://www.bfro.net/GDB/show_report.asp?id=13378,0.0,1976-12-12,36.084766,-80.57492
http://www.bfro.net/GDB/show_report.asp?id=1338,0.0,1973-01Win,31.173534,-90.683367
http://www.bfro.net/GDB/show_report.asp?id=1339,0.0,1950-07Sum ~15mi,33.112793,-89.461937
http://www.bfro.net/GDB/show_report.asp?id=13390,0.0,2005-09-01 ~50mi,49.131889,-121.820262
http://www.bfro.net/GDB/show_report.asp?id=1340,0.0,1997-09-05,43.154297,-79.285387
http://www.bfro.net/GDB/show_report.asp?id=1341,0.0,1975-07Sum ~3mi,30.232744,-89.587564
http://www.bfro.net/GDB/show_report.asp?id=13419,0.0,2003-09-?? ~10mi,40.814037,-123.299345
http://www.bfro.net/GDB/show_report.asp?id=1342,0.0,1977-04Spr ~4mi,32.359886,-88.752401
http://www.bfro.net/GDB/show_report.asp?id=13424,0.0,1993-12-15 ~5mi,41.740494,-123.356477
http://www.bfro.net/GDB/show_report.asp?id=13427,0.0,1984-03-??,49.897671,-119.441111
http://www.bfro.net/GDB/show_report.asp?id=1343,0.0,1997-09-??,49.471436,-88.108427
http://www.bfro.net/GDB/show_report.asp?id=1344,0.0,1968-??-?? ~3mi,33.500919,-88.399256
http://www.bfro.net/GDB/show_report.asp?id=13441,0.0,197?-??-?? ~5mi,38.871582,-105.123659
http://www.bfro.net/GDB/show_report.asp?id=1345,0.0,1997-10-16 ~10mi,34.352875,-89.968356
http://www.bfro.net/GDB/show_report.asp?id=13464,0.0,2005-07Sum ~10mi,49.080563,-119.710587
http://www.bfro.net/GDB/show_report.asp?id=13464,0.0,2006-01-02 ~10mi,49.511132,-119.555344
http://www.bfro.net/GDB/show_report.asp?id=13487,0.0,2005-10-17 ~5mi,48.685398,-120.207514
http://www.bfro.net/GDB/show_report.asp?id=1349,0.0,1997-??-???,38.606215,-106.255503
http://www.bfro.net/GDB/show_report.asp?id=13492,0.0,2001-08-?? ~10mi,35.890274,-82.830095
http://www.bfro.net/GDB/show_report.asp?id=13492,0.0,2005-07-05 ~10mi,35.884781,-82.828611
http://www.bfro.net/GDB/show_report.asp?id=13494,0.0,2006-01-05,34.611139,-88.189162
http://www.bfro.net/GDB/show_report.asp?id=135,0.0,1981-08-15,44.849174,-88.519867
http://www.bfro.net/GDB/show_report.asp?id=1350,0.0,1998-08-05 ~15mi,37.289743,-106.486493
http://www.bfro.net/GDB/show_report.asp?id=13503,0.0,2005-07-27 ~5mi,48.785305,-117.28511
http://www.bfro.net/GDB/show_report.asp?id=1351,0.0,1994-06-??,37.303391,-106.488628
http://www.bfro.net/GDB/show_report.asp?id=13514,0.0,2005-06-02,25.908079,-81.35558
http://www.bfro.net/GDB/show_report.asp?id=13516,0.0,2001-08-??,34.965652,-90.858479
http://www.bfro.net/GDB/show_report.asp?id=1352,0.0,1997-07-??,37.322273,-106.516036
http://www.bfro.net/GDB/show_report.asp?id=1354,0.0,1997-09-02,39.428151,-104.9749
http://www.bfro.net/GDB/show_report.asp?id=13548,0.0,1989-08-?? ~10mi,36.231537,-109.064384
http://www.bfro.net/GDB/show_report.asp?id=13549,0.0,2006-01-07,40.517546,-121.776701
http://www.bfro.net/GDB/show_report.asp?id=1355,0.0,2000-04-21,39.661181,-106.812815
http://www.bfro.net/GDB/show_report.asp?id=1356,0.0,1976-08-01,38.826199,-90.447092
http://www.bfro.net/GDB/show_report.asp?id=1358,0.0,1987-??-??,39.647255,-106.930136
http://www.bfro.net/GDB/show_report.asp?id=13585,0.0,2004-11-25,41.502914,-72.450169
http://www.bfro.net/GDB/show_report.asp?id=1359,0.0,1999-09-??,38.895893,-105.068093
http://www.bfro.net/GDB/show_report.asp?id=1359,0.0,1997-11-??,38.920441,-104.985973
http://www.bfro.net/GDB/show_report.asp?id=1359,0.0,1998-09-11,38.899541,-105.037066
http://www.bfro.net/GDB/show_report.asp?id=13597,0.0,2006-01-??,42.222176,-121.872227
http://www.bfro.net/GDB/show_report.asp?id=1360,0.0,1980-01Win ~10mi,38.937607,-105.023649
http://www.bfro.net/GDB/show_report.asp?id=1361,0.0,1998-04-??,38.570938,-104.980038
http://www.bfro.net/GDB/show_report.asp?id=13613,0.0,1980-08-??,38.288008,-119.541217
http://www.bfro.net/GDB/show_report.asp?id=13627,0.0,2004-12-16,43.582764,-80.02075
http://www.bfro.net/GDB/show_report.asp?id=1363,0.0,1994-10-23,39.198875,-106.412306
http://www.bfro.net/GDB/show_report.asp?id=13642,0.0,1984-07Sum ~20mi,49.163303,-122.257793
http://www.bfro.net/GDB/show_report.asp?id=13653,0.0,1995-08-14 ~3mi,45.268328,-123.963891
http://www.bfro.net/GDB/show_report.asp?id=13654,0.0,1983-05-11,47.147098,-122.265909
http://www.bfro.net/GDB/show_report.asp?id=1366,0.0,1975-07Sum ~2mi,39.223402,-106.379834
http://www.bfro.net/GDB/show_report.asp?id=1366,0.0,1975-07Sum,39.235525,-106.387798
http://www.bfro.net/GDB/show_report.asp?id=13662,0.0,1980/04/21,42.282987,-77.613185
http://www.bfro.net/GDB/show_report.asp?id=13663,0.0,1989-10Aut ~10mi,35.962372,-76.931244
http://www.bfro.net/GDB/show_report.asp?id=1367,0.0,1990-08-10,40.576887,-105.341845
http://www.bfro.net/GDB/show_report.asp?id=13673,0.0,1970-06-24,33.00662,-80.153202
http://www.bfro.net/GDB/show_report.asp?id=13674,0.0,1990-04-??,35.1051,-81.860454
http://www.bfro.net/GDB/show_report.asp?id=13674,0.0,1968-07Sum,35.099452,-81.86692
http://www.bfro.net/GDB/show_report.asp?id=1368,0.0,1991-07-02,40.444279,-108.617628
http://www.bfro.net/GDB/show_report.asp?id=1369,0.0,1998-08-04,39.411221,-105.827993
http://www.bfro.net/GDB/show_report.asp?id=13691,0.0,2003-10-??,43.515462,-101.661912
http://www.bfro.net/GDB/show_report.asp?id=13692,0.0,1988-08-??,43.41357,-114.842284
