"Location","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Eritrea","ERI","Population density (people per sq. km of land area)","EN.POP.DNST","","14.2397722772277","14.5838217821782","14.9405841584158","15.3091584158416","15.6891683168317","16.0817425742574","16.4881287128713","16.908396039604","17.3424752475248","17.7912079207921","18.253702970297","18.7326534653465","19.2368514851485","19.7777524752475","20.363297029703","20.9963762376238","21.6739603960396","22.3904455445545","23.1372475247525","23.907396039604","24.6905445544554","25.4844653465347","26.298900990099","27.1485544554455","28.0385544554455","28.9904158415842","29.9873168316832","30.9514851485149","31.7782772277228","32.4016138613861","32.789297029703","32.9892871287129","33.1151089108911","33.3260693069307","33.7407128712871","34.3900891089109","35.2510198019802","36.320297029703","37.5780594059406","39.0034455445545","40.6099900990099","42.3918415841584","44.2825049504951","46.1932871287129","48.0600594059406","49.8518415841584","51.5826336633663","53.2887425742574","55.028603960396","56.8431584158416","58.7411089108911","60.702198019802","",
"Spain","ESP","Population density (people per sq. km of land area)","EN.POP.DNST","","61.5055624474769","62.074044579615","62.6208551762776","63.2462183360679","63.9367161551083","64.5948097162752","65.3946676537677","66.2554203849694","66.9115490815959","67.6588318860299","68.4134579214855","69.0357857457281","69.6647945095842","70.343847923962","71.1140744150672","71.9407430390136","72.8070825159146","73.8143975336817","74.4707590983705","74.9575249764751","75.5627197373163","75.9676550674729","76.3318763390265","76.6429901489668","76.9237886432805","77.1576505686369","77.34827006247","77.5185187409899","77.6699363286881","77.7879925516579","77.9654192695819","78.2230998718565","78.4666826846068","78.6780534198302","78.8623598430242","79.0449022905654","79.2535900208233","79.5312910459715","79.942071119654","80.6878076152305","81.7539938217123","83.0225192369349","84.5088139260031","85.9848050803317","87.4654972049129","88.9761493446631","90.6149005229308","92.1293223736969","92.9489695268645","93.3779009623095","93.7102987169206","93.747522052927","",
"Estonia","EST","Population density (people per sq. km of land area)","EN.POP.DNST","","29.0174569473933","29.3866477942911","29.755838641189","30.1250294880868","30.4564755838641","30.7773059683888","31.1240858693088","31.4708657702288","31.8174097664544","32.1371785798537","32.4830148619958","32.8501533380514","33.1670441141779","33.4552724699222","33.7190846897853","33.9602736494456","34.21115829205","34.4465204057561","34.6386647794291","34.8482896909648","35.0947393253126","35.3482896909648","35.5920028308563","35.8248879452701","36.0646614767634","36.3338051427223","36.6176220806794","36.8459542344893","36.9929464496343","37.0175513092711","36.8321302193914","36.1663364000944","35.2471809389007","34.5013918376976","33.8908704883227","33.3945270110875","33.0156876621845","32.7000707714083","32.5694739325313","32.5393489030432","32.4017456947393","32.2601556970984","32.119957537155","31.9922859164897","31.8761736258552","31.7535975465912","31.6661948572777","31.6174569473933","31.575796178344","31.5377919320594","31.4920500117952","31.3588346308092","",
"Ethiopia","ETH","Population density (people per sq. km of land area)","EN.POP.DNST","","20.5914023614896","21.0911389645777","21.6152561307902","22.1589291553134","22.7189382379655","23.2889527702089","23.8698237965486","24.473502270663","25.1167220708447","25.8083551316985","26.5634777475023","27.3710544959128","28.1831008174387","28.9341126248865","29.5821144414169","30.1053178928247","30.5317638510445","30.9306094459582","31.3992225249773","32.0083642143506","32.7833097184378","33.7057520435967","34.7496185286104","35.870672116258","37.036502270663","38.2388455949137","39.4890108991826","40.796204359673","42.1755903723887","43.6355631244323","45.1806385104451","46.7989627611262","53.357867","55.199953","57.023519","58.815116","60.584273","62.353942","64.158887","66.024199","67.956866","69.948344","71.989666","74.066147","76.16724","78.290649","80.440708","82.62119","84.838032","87.095281","89.393063","91.728849","",
"European Union","EUU","Population density (people per sq. km of land area)","EN.POP.DNST","","98.0818983928635","98.9576070300974","99.8467978352901","100.725419186856","101.562669355931","102.341076943544","103.084760685243","103.774469626779","104.438890551873","104.988057605915","105.530592642922","106.186661376768","106.808939338506","107.393922108529","107.962582679186","108.480017914122","108.946729089648","109.417863252331","109.851224078615","110.299105916679","110.722010573211","111.032108260687","111.296969833772","111.547780539266","111.820726500296","112.128778111746","112.442300975372","112.794138472615","113.196231123533","113.566827961717","113.80916387022","114.148701947779","114.532650259783","114.797677907179","115.026388187796","115.186691528514","115.389346093444","115.54346186223","115.785003705177","115.131661271957","115.378276630555","115.699734633031","116.174652609257","116.744928376037","117.198218637842","117.75527208091","118.228491843715","118.710353449942","119.067135414381","119.39619036382","119.738047295207","119.30619860249","",
"Finland","FIN","Population density (people per sq. km of land area)","EN.POP.DNST","","14.6459338783282","14.7458649331889","14.8504842575265","14.9333300502315","14.9831970846055","15.0394596014314","15.1211267605634","15.1891690469155","15.180357201484","15.1229751469188","15.1420729505237","15.2324665944384","15.3192192783742","15.39963229259","15.4681374963065","15.5148363373715","15.5582980399882","15.6030335861322","15.6429626711317","15.6917003184609","15.7587708066581","15.8473127811156","15.9420434026068","16.0274565809777","16.0944417085262","16.1468006172232","16.1926622673102","16.2398010440264","16.2985357365639","16.3709609639187","16.4606191930136","16.5533733871762","16.6336616435208","16.7055156111494","16.7693949243245","16.8244952230868","16.8746019238977","16.9194589448111","16.9587773728619","16.9940214714863","17.0327587905053","17.0740930431071","17.1148560359828","17.1646212941988","17.2234676122","17.3169839860577","17.3919563287185","17.4840375123396","17.5678545574202","17.6484106614018","17.7309947678436","17.8155615518773","",
"Fiji","FJI","Population density (people per sq. km of land area)","EN.POP.DNST","","22.2852764094143","23.0747673782157","23.8756431308155","24.6552818828681","25.3904761904762","26.0716475095785","26.7055829228243","27.3063492063492","27.8959496442255","28.4909140667761","29.0969348659004","29.7105090311987","30.3288998357964","30.9461412151067","31.5594964422551","32.1577449370553","32.7452654625068","33.352162014231","34.0195402298851","34.7704433497537","35.6303229337712","36.5746579091407","37.5162561576355","38.335741652983","38.9525451559934","39.3263820470717","39.496113847838","39.5570333880679","39.6472359058566","39.8652983032293","40.2413245758073","40.7411056376574","41.3203612479475","41.9082649151615","42.4513957307061","42.9472906403941","43.4098522167488","43.8213464696223","44.1629447181171","44.4251231527094","44.592227695676","44.676354679803","44.7303776683087","44.8273125342091","45.0182813355227","45.3234811165846","45.7247947454844","46.187794198139","46.66004378763","47.1022988505747","47.5052545155993","47.8785987958402","",
"France","FRA","Population density (people per sq. km of land area)","EN.POP.DNST","","86.3545766611281","87.6260503587927","88.9167107929958","90.1293936129421","91.1962879106031","92.0821498347545","92.8099293370095","93.4413716289006","94.0689301951905","94.7574141362499","95.5320704073621","96.3660708090639","97.2101831394818","97.991394452864","98.6599503350558","99.1984516223273","99.632886592291","100.009282962368","100.394177150474","100.835667463984","101.348041703946","101.916581152884","102.525013237899","103.145825040627","103.758025818467","104.360591231946","104.958794529552","105.54498877061","106.110654226085","106.650358792704","106.920357149378","107.453780561287","107.920961527927","108.323977942922","108.716400387094","109.102233096573","109.488911205653","109.893143681414","110.45971113992","111.21853853598","112.03046542626","112.847570617343","113.64959555937","114.488872861395","115.356692108242","116.163267355659","116.883781908483","117.538434430121","118.144324946134","118.74381002812","119.365323375817","119.958896030384","",
"Faeroe Islands","FRO","Population density (people per sq. km of land area)","EN.POP.DNST","","24.878223495702","25.1812320916905","25.4656160458453","25.7492836676218","26.047994269341","26.3638968481375","26.689111747851","27.0186246418338","27.3381088825215","27.64111747851","27.9247851002865","28.1948424068768","28.4606017191977","28.7363896848138","29.0322349570201","29.3510028653295","29.6898280802292","30.0472779369628","30.4212034383954","30.8094555873925","31.2027220630373","31.5938395415473","31.9921203438395","32.4061604584527","32.836676217765","33.3101719197708","33.8065902578797","34.2328080229226","34.4591690544413","34.4061604584527","34.0229226361032","33.3667621776504","32.6017191977077","31.9548710601719","31.5895415472779","31.5601719197708","31.8144699140401","32.2707736389685","32.7994269340974","33.3030085959885","33.7643266475645","34.2055873925501","34.6045845272206","34.9441260744986","35.2127507163324","35.3968481375358","35.4971346704871","35.5308022922636","35.5300859598854","35.5164756446991","35.4949856733524","35.4627507163324","",
"Micronesia, Fed. Sts.","FSM","Population density (people per sq. km of land area)","EN.POP.DNST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.651428571429","154.774285714286","155.008571428571","154.622857142857","154.011428571429","153.471428571429","153.1","152.832857142857","152.594285714286","152.25","151.711428571429","150.98","150.138571428571","149.282857142857","148.547142857143","148.027142857143","147.748571428571","147.707142857143","",
"Gabon","GAB","Population density (people per sq. km of land area)","EN.POP.DNST","","1.95506655800054","1.97674544960609","2.00163775371599","2.03064384678077","2.0642721310203","2.10305817518531","2.14653626731866","2.19303760624054","2.24023363216517","2.28650987697442","2.33124539139209","2.37509217215819","2.41927659409322","2.46562657662902","2.51551985097217","2.56931734388947","2.62672798540769","2.68768191873326","2.75193852602166","2.81931928435596","2.8898358365351","2.96363177707921","3.04081577211162","3.12150813055459","3.20574766173788","3.29356929405829","3.38478674273295","3.47898086700043","3.57555788411534","3.6740908914503","3.77435867582567","3.87636511817441","3.98012574222843","4.08573757131214","4.19325881942019","4.302782628944","4.41421973842512","4.52720534016378","4.64128148406877","4.75618814763069","4.87173128420072","4.9882330112159","5.10660922885862","5.2281018356813","5.35361120813444","5.48339736872744","5.61721581868281","5.75481429735708","5.89573873559204","6.03959327822408","6.18633911592347","6.33590251096364","",
"United Kingdom","GBR","Population density (people per sq. km of land area)","EN.POP.DNST","","218.244946885463","220.104989046418","221.758359856157","223.205059314678","224.643698590501","225.885586739966","227.105361054851","228.213532840078","229.164427727028","230.079981812921","231.042958707064","231.82765676022","232.275976522135","232.422494109866","232.405241185467","232.348067622866","232.271698425164","232.284148307362","232.492667300459","232.770702269251","232.85177117348","232.768325548712","232.847716281569","233.216517174389","233.746405985202","234.288414004051","234.787128508246","235.3090852726","235.92241970818","236.628719050965","237.361621130079","238.0043896995","238.575678915389","239.183834166908","239.817426528335","240.428843053776","241.048873641136","241.752329186128","242.559690819659","243.427908899268","244.318439217956","245.368705823999","246.508159384946","247.916128632249","249.609378745918","251.429735874013","253.366242301492","255.337721655024","257.259219608978","259.363733311288","261.480229818543","262.938573140991","",
"Georgia","GEO","Population density (people per sq. km of land area)","EN.POP.DNST","","64.7958291052871","65.7878162286994","66.7640575247559","67.7123062388467","68.6098183981245","69.3988593022849","70.0829280240736","70.721508800168","71.3863326218552","69.4181042023864","70.1459113334966","73.5732530879317","74.2240806186361","74.8714090765947","75.4260121067917","75.9718674551244","76.4914797578642","76.9393610693166","77.5079603904965","78.1640365303195","78.8078659155324","79.4779383463382","80.1795024318556","80.86707022639","81.5791315301445","82.3069386612548","82.9892578466706","83.8150390146611","84.0354805976416","84.0127366247944","84.6058294551944","85.2636551313902","85.921480807586","85.0554603030197","82.8230518912488","80.7603485076455","79.2819902725778","78.5069456594003","77.8981070016446","77.299765562126","76.7416634591833","76.2272997655621","75.7356800447881","75.5502291892648","76.304279365968","76.9446096784352","76.7766541866405","76.6961755134889","77.1702998705343","77.9033556107631","78.4387137408587","78.5664298960775","",
"Ghana","GHA","Population density (people per sq. km of land area)","EN.POP.DNST","","30.1783422694911","31.1404500307638","32.0983739122792","33.0206117605696","33.8874967038762","34.6804693680232","35.4119231783423","36.1307638217456","36.9056341742111","37.7829524479212","38.7950646040257","39.9214951217368","41.0929331106619","42.2100509800475","43.2083853388415","44.0526412938384","44.7842225542762","45.5078447745451","46.3706996572031","47.4751560165246","48.8623187131933","50.4908279862881","52.2797837742814","54.108310626703","55.888577832469","57.5925815241276","59.2467126659049","60.882354750813","62.5516656412059","64.2906434033576","66.1116858574317","67.9954952975301","69.9097521314934","71.8083765491782","73.6614485365211","75.4555286982509","77.2104289355718","78.9699832996396","80.7959128065395","82.7328557616243","84.7912103366441","86.9574887931792","89.2224927485277","91.5685769535027","93.97923002549","96.4567944097741","98.996479739826","101.565170958952","104.12029972752","106.631365913686","109.082824997803","111.481330755032","",
"Guinea","GIN","Population density (people per sq. km of land area)","EN.POP.DNST","","14.7842178088882","15.0157130066743","15.2542405990558","15.5051644147811","15.7708163763633","16.0547900048836","16.3517255412665","16.6442658310272","16.9090713006674","17.1300708123067","17.304761517174","17.4406885886375","17.5449983721309","17.6290126973791","17.7041185088719","17.771569265831","17.8382915513593","17.9286667751913","18.0733436431711","18.2951286016604","18.6109230017907","19.0201733680612","19.5070608823051","20.0458570730913","20.6211378805144","21.2101741819958","21.8259360247436","22.5293748982582","23.4041225785447","24.4998901188344","25.8495848933746","27.4061614846166","29.0416327527267","30.5797370991372","31.8947297737262","32.9429879537685","33.7639508383526","34.4181222529709","35.0028935373596","35.5938792121113","36.2011761354387","36.8132345759401","37.4596329155136","38.1719884421293","38.9725337782842","39.8785731727169","40.8878683053882","41.9773644798958","43.1110532313202","44.2618956535894","45.4237750284877","46.6029342340876","",
"Gambia, The","GMB","Population density (people per sq. km of land area)","EN.POP.DNST","","37.2268774703557","37.8977272727273","38.445652173913","38.9873517786561","39.6111660079051","40.3341897233202","41.1405138339921","42.0463438735178","43.0632411067194","44.1979249011858","45.4736166007905","46.8911067193676","48.4051383399209","49.9517786561265","51.4891304347826","53.0048418972332","54.5279644268775","56.1094861660079","57.8216403162055","59.7204545454545","61.7997035573123","64.051581027668","66.5247035573123","69.2783596837945","72.3411067193676","75.750790513834","79.4598814229249","83.3063241106719","87.0697628458498","90.5939723320158","93.8220355731225","96.8049407114625","99.6286561264822","102.428853754941","105.310869565217","108.29347826087","111.362252964427","114.552470355731","117.899505928854","121.429150197628","125.16709486166","129.117292490119","133.255731225296","137.542885375494","141.951482213439","146.474703557312","151.127075098814","155.927272727273","160.902371541502","166.071146245059","171.439328063241","176.998517786561","",
"Guinea-Bissau","GNB","Population density (people per sq. km of land area)","EN.POP.DNST","","22.8371977240398","23.0288762446657","23.1927453769559","23.3305832147937","23.4483641536273","23.5352418207681","23.603093883357","23.7070056899004","23.9196301564723","24.2875533428165","24.8446657183499","25.5631934566145","26.3524182076814","27.0843883357041","27.6705547652916","28.0743954480797","28.3331081081081","28.5215149359886","28.7503556187767","29.099573257468","29.5924964438122","30.2026315789474","30.9","31.6355618776671","32.3732574679943","33.1067567567568","33.8483641536273","34.6023115220484","35.3775248933144","36.1801209103841","37.0098506401138","37.8624110953058","38.7352418207681","39.624786628734","40.5286984352774","41.4461237553343","42.378093883357","43.3263157894737","44.2933854907539","45.2813655761024","46.2926031294452","47.3274893314367","48.3840327169275","49.4591394025605","50.5517425320057","51.6592816500711","52.7858108108108","53.9445234708393","55.153093883357","56.4233285917496","57.7605974395448","59.1592460881935","",
"Equatorial Guinea","GNQ","Population density (people per sq. km of land area)","EN.POP.DNST","","9.09447415329768","9.19572192513369","9.30445632798574","9.43825311942959","9.60524064171123","9.82067736185383","10.0693048128342","10.2924064171123","10.4104812834225","10.370944741533","10.1572549019608","9.80007130124777","9.35386809269162","8.8972192513369","8.49329768270945","8.14713012477718","7.85875222816399","7.6792513368984","7.66877005347594","7.86413547237077","8.29618538324421","8.94032085561497","9.70812834224599","10.4750445632799","11.1505169340463","11.702495543672","12.1547950089127","12.5410338680927","12.9181818181818","13.3280213903743","13.7760427807487","14.24688057041","14.737504456328","15.2407486631016","15.7514795008913","16.2705525846702","16.8017112299465","17.3455258467023","17.9026381461676","18.4734046345811","19.0585383244207","19.6577183600713","20.2692335115865","20.8906595365419","21.5204278074866","22.1574688057041","22.8027807486631","23.4590017825312","24.1301604278075","24.8187878787879","25.5257040998217","26.2494117647059","",
"Greece","GRC","Population density (people per sq. km of land area)","EN.POP.DNST","","65.1516679596587","65.5409852598914","65.7845228859581","66.0234988363072","66.3330721489527","66.8242901474011","67.3707370054306","67.8104344453064","68.0586811481769","68.2141660201707","68.5107525213344","68.9575484871994","69.2714197051978","69.5269356089992","70.1826299456943","71.2812257564003","72.2147323506594","73.1571683475563","74.0749262994569","74.8060899922421","75.4798293250582","75.9465709852599","76.3896586501164","76.7711481768813","77.0698215671063","77.325159038014","77.5841349883631","77.8664313421257","78.2738401861908","78.7967571761055","79.5678200155159","80.4489216446858","81.1910628394104","81.8699379363848","82.5010473235066","83.081249030256","83.6035996896819","84.0564778898371","84.4265321955004","84.6973002327386","84.9492397207137","85.2408301008534","85.5198913886734","85.8161442979054","86.1440263770365","86.489216446858","86.8329169899147","87.1768347556245","87.5311093871218","87.7230566330489","86.2933514352211","86.05718386346","",
"Grenada","GRD","Population density (people per sq. km of land area)","EN.POP.DNST","","268.411764705882","271.835294117647","274.570588235294","276.664705882353","278.173529411765","279.052941176471","279.3","279.044117647059","278.476470588235","277.735294117647","277","276.285294117647","275.379411764706","273.973529411765","271.920588235294","268.926470588235","265.255882352941","261.970588235294","260.502941176471","261.776470588235","266.397058823529","273.797058823529","282.297058823529","289.529411764706","293.844117647059","294.547058823529","292.297058823529","288.420588235294","284.914705882353","283.194117647059","283.691176470588","285.885294117647","289.123529411765","292.361764705882","294.861764705882","296.458823529412","297.426470588235","297.947058823529","298.355882352941","298.882352941176","299.555882352941","300.291176470588","301.085294117647","301.926470588235","302.797058823529","303.705882352941","304.664705882353","305.682352941176","306.752941176471","307.873529411765","309.041176470588","310.244117647059","",
"Greenland","GRL","Population density (people per sq. km of land area)","EN.POP.DNST","","0.0986245244366403","0.102429031314018","0.106526192566579","0.110038045068774","0.1147205150717","0.118525021949078","0.122622183201639","0.127011998829382","0.131401814457126","0.13579163008487","0.138132865086333","0.141352063213345","0.143400643839625","0.14486391571554","0.145156570090723","0.145449224465906","0.144571261340357","0.143985952589991","0.145156570090723","0.14691249634182","0.149253731343284","0.150717003219198","0.152472929470296","0.154228855721393","0.155692127597308","0.156570090722856","0.158326016973954","0.160374597600234","0.161837869476149","0.162715832601697","0.162423178226514","0.161837869476149","0.161545215100966","0.162423178226514","0.163301141352063","0.163593795727246","0.136435619442076","0.136679254476794","0.136679254476794","0.136922889511512","0.137288342063589","0.137919356803508","0.138299427457668","0.138655134608357","0.138713607016689","0.138321354610793","0.137787793884761","0.137234742355951","0.137222560604215","0.138640516506274","0.138603971251066","0.138409063223292","",
"Guatemala","GTM","Population density (people per sq. km of land area)","EN.POP.DNST","","39.6910974244121","40.7722377752893","41.883435983576","43.0243934303845","44.1952314296379","45.3946901829041","46.6237308697275","47.886954087346","49.1904628592758","50.5376633072042","51.9326334453154","53.3717338559164","54.8413400522583","56.3227790220231","57.8034527808884","59.2765397536394","60.7480216498694","62.2338092571855","63.7568402388951","65.3331560283688","66.9699888017917","68.6611608809257","70.3932717431878","72.1464165733483","73.9069988801792","75.6709873086973","77.4455953714072","79.2421985815603","81.0772676371781","82.9631298992161","84.9068029115342","86.9066349384099","88.9562336692796","91.0451474430758","93.1677958193356","95.3212299365435","97.5143337066069","99.7675438596491","102.10818402389","104.555645763345","107.120044792833","109.795987308697","112.568449048152","115.414333706607","118.317646509892","121.270754012691","124.280804404629","127.363820455394","130.543001119821","133.833296005972","137.23943635685","140.750569242255","",
"Guam","GUM","Population density (people per sq. km of land area)","EN.POP.DNST","","126.061111111111","128.901851851852","132.016666666667","135.274074074074","138.568518518519","141.872222222222","145.201851851852","148.553703703704","151.92962962963","155.333333333333","158.755555555556","162.194444444444","165.672222222222","169.224074074074","172.877777777778","176.640740740741","180.511111111111","184.496296296296","188.603703703704","192.835185185185","197.196296296296","201.687037037037","206.305555555556","211.038888888889","215.881481481481","220.8","225.785185185185","230.883333333333","236.157407407407","241.633333333333","247.32037037037","253.140740740741","258.925925925926","264.455555555556","269.559259259259","274.185185185185","278.344444444444","281.990740740741","285.094444444444","287.644444444444","289.661111111111","291.187037037037","292.264814814815","292.951851851852","293.335185185185","293.387037037037","293.205555555556","293.166666666667","293.742592592593","295.259259259259","297.885185185185","301.5","",
"Guyana","GUY","Population density (people per sq. km of land area)","EN.POP.DNST","","2.92804636266585","3.00780336536018","3.08844491891617","3.17113517360582","3.25627065222917","3.34489858166845","3.43557012861573","3.52321183468049","3.60101672512836","3.66435870062529","3.7103960144375","3.74101977530375","3.76209140358904","3.78213613949469","3.80430276860554","3.83663195326391","3.87375666751334","3.90976377952756","3.93608331216662","3.94679705359411","3.94037084074168","3.91971551943104","3.88880873761748","3.85359410718821","3.81874523749048","3.78528321056642","3.75300482600965","3.72393700787402","3.70018796037592","3.68322580645161","3.67416306832614","3.67288798577597","3.67799847599695","3.68726949453899","3.69893827787656","3.71280162560325","3.72902717805436","3.74663957327915","3.76452120904242","3.78192024384049","3.79810515621031","3.81320294640589","3.82835661671323","3.84525781051562","3.8650444500889","3.88807213614427","3.91367538735077","3.940762001524","3.96776733553467","3.99352806705613","4.01768859537719","4.0404826009652","",
"High income","HIC","Population density (people per sq. km of land area)","EN.POP.DNST","1631206.00112697","17.1930429868919","17.4154052948384","17.6364698605088","17.8554262656949","18.0667208969485","18.2521071595343","18.4296531747231","18.5877135830993","18.7787546077548","18.9506896451151","19.1345008847422","19.3204827427276","19.4895788227882","19.6791696269918","19.8611127165037","20.0184141420986","20.1813620320067","20.3481780967004","20.5198893960138","20.687315013102","20.8559246204245","21.0149380442904","21.1651040560289","21.3134037831238","21.4618080424525","21.6135220980025","21.7639684789433","21.9154405038264","22.0761729592836","22.2397336912565","22.4028502982087","22.5287949845058","22.6848894523851","22.8273930495285","22.9970162400253","23.1239619942735","23.2186098070772","23.3390554386415","23.4559994306969","23.578213970019","23.715410738062","23.8514448774596","23.9888059419084","24.1324199254574","24.2752440289406","24.4294193557707","24.5920627646056","24.7743934880049","24.9320040392288","25.0868737287604","25.2451005582904","25.3270802208935","",
"Hong Kong SAR, China","HKG","Population density (people per sq. km of land area)","EN.POP.DNST","","3040.40307101727","3171.97696737044","3283.01343570058","3363.33973128599","3452.87907869482","3483.58925143954","3572.74472168906","3649.42418426104","3708.15738963532","3799.42418426104","3882.24568138196","3957.3896353167","4070.63339731286","4159.5009596929","4281.76583493282","4335.89251439539","4398.9443378119","4479.36660268714","4730.9980806142","4859.02111324376","4974.47216890595","5052.30326295585","5129.65451055662","5180.32629558541","5236.2763915547","5301.91938579654","5365.16314779271","5400.76775431862","5457.00575815739","5474.56813819578","5520.15355086372","5566.69865642994","5663.14779270633","5792.13051823416","5907.96545105566","6176.10364683301","6227.73512476008","6279.9424184261","6340.21113243762","6396.35316698656","6443.6660268714","6472.26487523992","6459.5009596929","6510.07677543186","6538.57965451056","6580.71017274472","6637.52399232246","6677.35124760077","6691.74664107486","6741.07485604607","6786.56429942418","6866.21880998081","",
"Honduras","HND","Population density (people per sq. km of land area)","EN.POP.DNST","","18.4921351327196","19.1188488694253","19.7617660201984","20.4018589686299","21.02633836804","21.6304763607114","22.2208240235946","22.8099025828939","23.4159799803378","24.0531682902851","24.7246849584413","25.4290910715882","26.1702654392707","26.9515327553848","27.7749128608455","28.6431316471535","29.5556796854053","30.5069443203146","31.4887746894271","32.4949682724104","33.522656180177","34.5724729645187","35.645759227813","36.7452319242113","37.8721780319957","39.0248726427742","40.1997855036196","41.3940030386987","42.6039949950845","43.8260255608187","45.0601572973456","46.3033693806417","47.5452766109572","48.7728036464385","49.9770756993476","51.1541603360443","52.3077933684869","53.4467065868263","54.5838323353293","55.7293860041112","56.8865850388775","58.0552417552954","59.2382786665475","60.4381624810081","61.6572079721155","62.8959513808204","64.1561891143087","65.4425596568058","66.7606041648047","68.1133613370274","69.5028063276432","70.9254267584235","",
"Heavily indebted poor countries (HIPC)","HPC","Population density (people per sq. km of land area)","EN.POP.DNST","","8.34294400137482","8.54420376935142","8.7534357686205","8.97118290449153","9.19786040206623","9.43356834046605","9.6782930198817","9.93217496409214","10.1953322835854","10.4677867368822","10.7496604134592","11.0407798495549","11.3404910303773","11.6481474588533","11.9627926498684","12.2847645853799","12.6144795881418","12.9510408448711","13.2932851930209","13.6407889317576","13.9936771767341","14.3535465628428","14.723365312874","15.1070256619557","15.507795727643","15.9255227922792","16.3607095346942","16.8178707965309","17.3025604736987","17.8180278458887","18.3675409802872","18.9483287968836","19.6501295953942","20.2619243988307","20.8706315629548","21.4722513167993","22.0705891281015","22.6730730199941","23.290909702105","23.9323303817097","24.5995179578862","25.2901664593441","26.0026706315731","26.7339581243633","27.4818070058617","28.2462107452926","29.0282873203068","29.8281753959764","30.6461485561088","31.4824004964199","32.3368403935658","33.2093361638761","",
"Croatia","HRV","Population density (people per sq. km of land area)","EN.POP.DNST","","74.614058307995","75.1583616526561","75.6824897156144","76.1881595421213","76.6768020032195","77.1418350921123","77.6068681810052","78.0540153818637","78.4653908066535","78.8946521194777","79.3239134323019","79.7174029690574","80.0930066177786","80.4328384904311","80.7368985870148","81.0230727955643","81.058844571633","81.4881058844572","81.7563942049723","82.0604543015561","82.4181720622429","82.9010910391701","83.3303523519943","83.7059560007154","84.0815596494366","84.4571632981578","84.7791092827759","85.0831693793597","85.2620282597031","85.4945448041495","80.6653550348775","79.9499195135038","82.9905204793418","83.1693793596852","83.5092112323377","80.2786709539121","81.6720257234727","80.5043820425684","81.4523341083885","79.1629404399929","79.4133428724736","79.4133428724736","79.4133428724736","79.3245175125089","79.3781272337384","79.3423874195854","79.2709077912795","79.2351679771265","79.1458184417441","78.9456754824875","76.493924231594","76.2616154395997","",
"Haiti","HTI","Population density (people per sq. km of land area)","EN.POP.DNST","","143.202685050798","146.084034833091","149.034542815675","152.049056603774","155.121008708273","158.260087082729","161.460740203193","164.68388969521","167.878338171263","171.013570391872","174.075979680697","177.095065312046","180.137626995646","183.295827285922","186.640602322206","190.185413642961","193.923730043541","197.880333817126","202.078701015965","206.529063860668","211.247242380261","216.214441219158","221.361320754717","226.592815674891","231.836865021771","237.066618287373","242.289078374456","247.507256894049","252.736320754717","257.98679245283","263.245355587808","268.50007256894","273.765674891147","279.063896952104","284.406422351234","289.798911465893","295.223947750363","300.641872278665","305.999238026125","311.256676342525","316.409542815675","321.467162554427","326.423403483309","331.274782293179","336.026088534107","340.661901306241","345.20007256894","349.718976777939","354.323403483309","359.085631349782","364.037155297533","369.15003628447","",
"Hungary","HUN","Population density (people per sq. km of land area)","EN.POP.DNST","","111.387394491337","111.772206176405","112.050949683439","112.405142730201","112.729782270607","113.083579602266","113.517822222222","113.96616290699","114.442971441271","114.89119804401","115.233266644437","115.57729243081","115.950372346338","116.469045237301","117.155996443259","117.828538076709","118.364061805247","118.759831054796","119.040836298932","119.131598264932","119.152925472748","119.095950606297","118.930384957721","118.692645749889","118.477002670227","118.27507788162","118.076780151313","117.90905752754","116.632012907533","115.433270279292","115.426727495271","115.381562256593","115.262886712664","115.105219229913","114.945081237481","114.747807700868","114.593385300668","114.32706013363","114.003674832962","113.936297701406","113.675251060031","113.352019638474","113.027806293238","112.777795135015","112.566287244727","112.391139381765","112.217163263029","112.020845887736","110.710814094775","110.460874848117","110.148315475533","109.580934496852","",
"Indonesia","IDN","Population density (people per sq. km of land area)","EN.POP.DNST","","50.1554988214643","51.3925225081007","52.6730046313419","54.0020744437146","55.3827950341417","56.8150863615538","58.2951616553597","59.8179093272686","61.3765573508062","62.9657628465916","64.5826581363127","66.2267778777524","67.8980558300259","69.5973923171614","71.3249269970247","73.0777242943966","74.8528944506699","76.6505031547221","78.4712078473368","80.3140104991803","82.1786599468969","84.0600865547564","85.9465805903167","87.8231230369238","89.6784948966918","91.5074090429848","93.3108210005686","95.0916094879028","96.855552918187","98.6068653157206","100.347394249187","102.075463824197","103.788028064055","105.480700718162","107.151562456874","108.799487185149","110.429320423721","112.052485965213","113.684169532505","115.335702180981","117.009208035019","118.702719188328","120.417989368338","122.155807945594","123.915112857908","125.697500510607","127.498693398544","129.304133431223","131.094516910746","132.855194665401","134.580302720844","136.27085401061","",
